Time (msec),A/F Correction #3 (32-bit ECU) (%),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Fine Learning Knock Correction (degrees),Fuel Pump Duty (%),Ignition Total Timing (degrees),Injector Duty Cycle (%),Learned Ignition Timing (degrees),Manifold Absolute Pressure (bar),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Roughness Monitor Cylinder #1 (misfire count),Roughness Monitor Cylinder #2 (misfire count),Roughness Monitor Cylinder #3 (misfire count),Roughness Monitor Cylinder #4 (misfire count),Vehicle Speed (kph)
96797,0.23,0.21,825,0.00,33.33,-6.00,1.22,0.00,0.250,2.92,0.00,0,0,0,0,36
96859,0.23,0.22,802,0.00,33.33,-5.50,1.20,0.00,0.250,2.90,0.00,0,0,0,0,36
96922,0.23,0.22,780,0.00,33.33,-5.00,1.17,0.00,0.250,2.90,0.00,0,0,0,0,35
96984,0.23,0.23,776,0.00,33.33,-5.00,1.29,0.00,0.250,2.90,0.00,0,0,0,0,35
97047,0.23,0.24,751,0.00,33.33,-4.50,1.28,0.00,0.250,2.93,0.00,0,0,0,0,34
97109,0.23,0.24,736,0.00,33.33,-4.00,1.25,0.00,0.260,2.92,0.00,0,0,0,0,34
97172,0.23,0.24,714,0.00,33.33,-4.00,1.22,0.00,0.260,2.92,0.00,0,0,0,0,33
97247,0.23,0.24,719,0.00,33.33,-3.50,1.21,0.00,0.270,2.90,0.00,0,0,0,0,33
97309,0.23,0.25,710,0.00,33.33,-3.50,1.21,0.00,0.270,2.92,0.00,0,0,0,0,32
97372,0.23,0.25,695,0.00,33.33,-3.00,1.19,0.00,0.270,2.93,0.00,0,0,0,0,32
97434,0.23,0.26,683,0.00,33.33,-3.00,1.17,0.00,0.270,2.95,0.00,0,0,0,0,31
97497,0.23,0.27,677,0.00,33.33,-2.50,1.16,0.00,0.280,2.93,0.00,0,0,0,0,30
97559,0.23,0.27,662,0.00,33.33,-2.00,1.13,0.00,0.280,2.92,0.00,0,0,0,0,30
97622,0.23,0.27,652,0.00,33.33,-2.00,1.11,0.00,0.280,2.92,0.00,0,0,0,0,29
97684,0.23,0.27,657,0.00,33.33,-1.50,1.10,0.00,0.290,2.92,0.00,0,0,0,0,29
97747,0.23,0.27,640,0.00,33.33,-1.50,1.09,0.00,0.290,2.91,0.00,0,0,0,0,28
97810,0.23,0.28,631,0.00,33.33,-1.00,1.21,0.00,0.300,2.92,0.00,0,0,0,0,27
97872,0.23,0.28,629,0.00,33.33,-1.00,1.21,0.00,0.300,2.92,0.00,0,0,0,0,27
97935,0.23,0.28,624,0.00,33.33,-0.50,1.20,0.00,0.300,2.93,0.00,0,0,0,0,26
97997,0.23,0.28,620,0.00,33.33,-0.50,1.19,0.00,0.310,2.93,0.00,0,0,0,0,26
98060,0.23,0.29,627,0.00,33.33,0.00,1.20,0.00,0.310,2.95,0.00,0,0,0,0,25
98122,0.23,0.29,603,0.00,33.33,0.00,1.16,0.00,0.310,2.95,0.00,0,0,0,0,24
98185,-0.08,0.29,602,0.00,33.33,0.50,1.16,0.00,0.320,2.95,0.00,0,0,0,0,24
98247,-0.08,0.29,610,0.00,33.33,0.50,1.17,0.00,0.320,2.93,0.00,0,0,0,0,23
98310,-0.08,0.30,596,0.00,33.33,1.00,1.15,0.00,0.320,2.93,0.00,0,0,0,0,23
98372,-0.08,0.30,592,0.00,33.33,1.00,1.14,0.00,0.320,2.97,0.00,0,0,0,0,22
98435,-0.08,0.30,604,0.00,33.33,1.50,1.16,0.00,0.330,3.00,0.00,0,0,0,0,21
98497,-0.08,0.29,603,0.00,33.33,1.50,1.16,0.00,0.330,3.00,0.00,0,0,0,0,21
98560,-0.08,0.29,615,0.00,33.33,2.00,1.18,0.00,0.330,2.99,0.00,0,0,0,0,20
98622,-0.08,0.29,628,0.00,33.33,2.00,1.21,0.00,0.330,3.00,0.00,0,0,0,0,20
98685,-0.08,0.28,622,0.00,33.33,2.50,1.19,0.00,0.330,2.99,0.00,0,0,0,0,19
98747,-0.08,0.28,630,0.00,33.33,3.00,1.21,0.00,0.330,2.97,0.00,0,0,0,0,19
98810,-0.08,0.28,637,0.00,33.33,3.00,1.22,0.00,0.330,2.97,0.00,0,0,0,0,18
98878,-0.08,0.29,624,0.00,33.33,3.00,1.20,0.00,0.330,2.99,0.00,0,0,0,0,17
98941,-0.08,0.29,628,0.00,33.33,3.50,1.21,0.00,0.330,2.97,0.00,0,0,0,0,17
99003,-0.08,0.28,626,0.00,33.33,4.00,1.20,0.00,0.330,2.97,0.00,0,0,0,0,16
99065,-0.08,0.29,612,0.00,33.33,4.00,1.17,0.00,0.330,2.95,0.00,0,0,0,0,15
99128,-0.08,0.29,616,0.00,33.33,4.50,1.18,0.00,0.330,2.95,0.00,0,0,0,0,15
99191,-0.08,0.28,619,0.00,33.33,4.50,1.21,0.00,0.330,2.97,0.00,0,0,0,0,14
99253,-0.08,0.30,627,0.00,33.33,5.00,1.20,0.00,0.330,3.16,0.00,0,0,0,0,13
99316,-0.08,0.30,640,0.00,33.33,5.00,1.23,0.00,0.340,3.20,0.00,0,0,0,0,13
99378,-0.08,0.29,655,0.00,33.33,5.50,1.26,0.00,0.340,3.18,0.00,0,0,0,0,12
99441,-0.08,0.29,649,0.00,33.33,5.50,1.25,0.00,0.340,3.18,0.00,0,0,0,0,12
99503,-0.08,0.29,658,0.00,33.33,6.00,1.26,0.00,0.340,3.16,0.00,0,0,0,0,11
99566,-0.08,0.28,670,0.00,33.33,6.00,1.29,0.00,0.340,3.11,0.00,0,0,0,0,11
99633,-0.08,0.28,663,0.00,33.33,6.50,1.27,0.00,0.340,3.09,0.00,0,0,0,0,10
99695,-0.08,0.28,668,0.00,33.33,7.00,1.27,0.00,0.340,3.08,0.00,0,0,0,0,9
99758,-0.08,0.28,657,0.00,33.33,7.00,1.26,0.00,0.340,3.08,0.00,0,0,0,0,9
99820,-0.08,0.29,642,0.00,33.33,7.50,1.23,0.00,0.340,3.10,0.00,0,0,0,0,8
99883,-0.08,0.29,632,0.00,33.33,7.50,1.21,0.00,0.340,3.08,0.00,0,0,0,0,8
99945,-0.08,0.30,624,0.00,33.33,8.00,1.20,0.00,0.340,3.11,0.00,0,0,0,0,7
100008,-0.08,0.31,606,0.00,33.33,8.00,1.16,0.00,0.340,3.13,0.00,0,0,0,0,7
100070,-0.08,0.31,604,0.00,33.33,8.50,1.15,0.00,0.350,3.13,0.00,0,0,0,0,6
100133,-0.08,0.32,596,0.00,33.33,8.50,1.14,0.00,0.350,3.13,0.00,0,0,0,0,6
100195,-0.08,0.32,584,0.00,33.33,9.00,1.12,0.00,0.350,3.18,0.00,0,0,0,0,5
100258,-0.08,0.32,590,0.00,33.33,9.00,1.26,0.00,0.350,3.16,0.00,0,0,0,0,5
100320,-0.08,0.32,585,0.00,33.33,9.50,1.25,0.00,0.360,3.18,0.00,0,0,0,0,4
100383,-0.08,0.32,588,0.00,33.33,9.50,1.26,0.00,0.360,3.18,0.00,0,0,0,0,4
100445,-0.08,0.32,594,0.00,33.33,10.00,1.27,0.00,0.360,3.18,0.00,0,0,0,0,3
100508,-0.08,0.32,589,0.00,33.33,10.00,1.26,0.00,0.360,3.16,0.00,0,0,0,0,3
100570,-0.08,0.32,597,0.00,33.33,10.50,1.27,0.00,0.370,3.18,0.00,0,0,0,0,3
100633,-0.08,0.32,598,0.00,33.33,10.50,1.28,0.00,0.370,3.18,0.00,0,0,0,0,2
100711,-0.08,0.32,596,0.00,33.33,11.00,1.27,0.00,0.370,3.18,0.00,0,0,0,0,2
100773,-0.08,0.32,604,0.00,33.33,14.00,1.29,0.00,0.370,3.18,0.00,0,0,0,0,2
100829,-0.08,0.31,598,0.00,33.33,13.50,1.28,0.00,0.370,3.18,0.00,0,0,0,0,1
100892,-0.08,0.31,607,0.00,33.33,14.00,1.29,0.00,0.370,3.16,0.00,0,0,0,0,1
100954,-0.08,0.31,617,0.00,33.33,12.50,1.32,0.00,0.370,3.18,0.00,0,0,0,0,0
101013,-0.08,0.31,612,0.00,33.33,12.50,1.31,0.00,0.370,3.16,0.00,0,0,0,0,0
101076,-0.08,0.31,620,0.00,33.33,13.00,1.32,0.00,0.370,3.15,0.00,0,0,0,0,0
101138,-0.08,0.30,632,0.00,33.33,12.00,1.35,0.00,0.370,3.16,0.00,0,0,0,0,0
101201,-0.08,0.30,622,0.00,33.33,13.00,1.33,0.00,0.370,3.15,0.00,0,0,0,0,0
101263,-0.08,0.30,630,0.00,33.33,13.00,1.33,0.00,0.370,3.15,0.00,0,0,0,0,0
101326,-0.08,0.30,635,0.00,33.33,12.50,1.35,0.00,0.370,3.15,0.00,0,0,0,0,0
101404,-0.08,0.30,628,0.00,33.33,13.50,1.34,0.00,0.370,3.13,0.00,0,0,0,0,0
101467,-0.08,0.30,635,0.00,33.33,13.50,1.34,0.00,0.360,3.13,0.00,0,0,0,0,0
101526,-0.08,0.29,637,0.00,33.33,13.00,1.36,0.00,0.360,3.13,0.00,0,0,0,0,0
101588,-0.08,0.30,626,0.00,33.33,14.00,1.34,0.00,0.360,3.13,0.00,0,0,0,0,0
101651,-0.08,0.30,635,0.00,33.33,14.00,1.34,0.00,0.360,3.12,0.00,0,0,0,0,0
101713,-0.08,0.29,640,0.00,33.33,13.50,1.36,0.00,0.360,3.15,0.00,0,0,0,0,0
101776,-0.08,0.30,634,0.00,33.33,14.00,1.35,0.00,0.360,3.16,0.00,0,0,0,0,0
101838,-0.08,0.30,638,0.00,33.33,14.00,1.35,0.00,0.360,3.13,0.00,0,0,0,0,0
101901,-0.08,0.29,641,0.00,33.33,13.50,1.37,0.00,0.360,3.13,0.00,0,0,0,0,0
101963,-0.08,0.29,633,0.00,33.33,14.00,1.22,0.00,0.360,3.13,0.00,0,0,0,0,0
102026,-0.08,0.30,641,0.00,33.33,14.00,1.22,0.00,0.360,3.13,0.00,0,0,0,0,0
102088,-0.08,0.29,639,0.00,33.33,15.00,1.36,0.00,0.360,7.77,0.00,0,0,0,0,0
102151,-0.08,2.84,631,0.00,33.33,15.50,3.23,0.00,0.580,30.03,0.00,0,0,0,0,0
102213,-0.08,2.75,634,0.00,33.33,16.50,6.38,1.50,0.990,31.20,0.00,0,0,0,0,0
102276,-0.08,1.10,683,0.00,33.33,16.50,4.23,8.50,1.000,14.27,0.00,0,0,0,0,0
102338,-0.08,0.94,872,0.00,33.33,16.50,5.40,9.00,1.000,15.00,0.00,0,0,0,0,0
102401,-0.08,0.88,1107,0.00,33.33,21.50,6.85,8.00,0.990,19.54,0.00,0,0,0,0,0
102463,-0.08,0.93,1404,0.00,66.67,24.50,8.39,6.00,0.990,24.46,0.00,0,0,0,0,0
102526,-0.08,0.97,1625,0.00,66.67,27.00,9.98,5.50,0.990,29.63,0.00,0,0,0,0,0
102588,-0.08,1.07,1822,0.00,66.67,29.50,11.27,5.00,0.990,33.56,0.00,0,0,0,0,0
102651,-0.08,1.06,1944,0.00,66.67,30.00,12.03,4.50,1.000,35.72,0.00,0,0,0,0,1
102713,-0.08,1.08,2018,0.00,66.67,30.00,12.91,4.50,1.000,37.20,0.00,0,0,0,0,2
102776,-0.08,1.13,2062,0.00,66.67,29.00,13.18,4.50,1.010,39.08,0.00,0,0,0,0,3
102839,-0.08,1.15,2093,0.00,66.67,28.50,13.84,5.00,1.020,40.62,0.00,0,0,0,0,4
102901,-0.08,1.17,2119,0.00,66.67,27.50,14.14,5.50,1.030,41.42,0.00,0,0,0,0,5
102964,-0.08,1.18,2180,0.00,66.67,27.00,14.42,5.50,1.040,44.16,0.00,0,0,0,0,6
103026,-0.08,1.23,2228,0.00,66.67,26.50,15.17,6.00,1.050,45.95,0.00,0,0,0,0,7
103104,-0.08,1.27,2267,0.00,66.67,26.50,15.68,6.50,1.060,48.31,0.00,0,0,0,0,9
103167,-0.08,1.28,2339,0.00,66.67,25.00,16.39,7.00,1.070,50.30,0.00,0,0,0,0,10
103229,-0.08,1.38,2378,0.00,66.67,25.50,16.95,7.00,1.090,55.02,0.00,0,0,0,0,11
103292,-0.08,1.39,2455,0.00,66.67,24.50,17.75,7.00,1.100,58.87,0.00,0,0,0,0,12
103354,-0.08,1.43,2502,0.00,66.67,24.00,18.91,6.50,1.130,61.23,0.00,0,0,0,0,13
103417,-0.08,1.45,2572,0.00,66.67,23.50,19.76,7.00,1.150,63.09,0.00,0,0,0,0,14
103479,-0.08,1.53,2657,0.00,66.67,23.50,20.94,7.00,1.180,68.33,0.00,0,0,0,0,15
103542,-0.08,1.61,2729,0.00,66.67,22.50,22.04,7.50,1.200,75.30,0.00,0,0,0,0,16
103604,-0.08,1.60,2797,0.00,66.67,21.50,23.87,8.00,1.231,77.13,0.00,0,0,0,0,17
103667,-0.08,1.66,2867,0.00,66.67,20.50,25.07,8.00,1.261,80.18,0.00,0,0,0,0,18
103729,-0.08,1.71,2924,0.00,66.67,20.00,26.20,7.50,1.301,83.00,0.00,0,0,0,0,19
103797,-0.08,1.74,2983,0.00,66.67,19.00,27.19,7.50,1.351,87.27,0.00,0,0,0,0,20
103848,-0.08,1.87,3055,0.00,66.67,19.00,28.62,7.00,1.391,95.17,0.00,0,0,0,0,22
103911,-0.08,1.91,3101,0.00,100.00,18.00,30.12,7.00,1.441,101.55,0.00,0,0,0,0,23
103973,-0.08,1.94,3170,0.00,100.00,17.00,32.12,6.50,1.481,104.96,0.00,0,0,0,0,24
104036,-0.08,1.91,3268,0.00,100.00,17.00,33.38,6.50,1.521,106.80,0.00,0,0,0,0,25
104098,-0.08,1.89,3334,0.00,100.00,17.00,34.54,6.50,1.551,106.53,0.00,0,0,0,0,26
104161,-0.08,1.84,3427,0.00,100.00,17.50,34.96,6.50,1.561,108.89,0.00,0,0,0,0,27
104223,-0.08,1.87,3452,0.00,100.00,17.50,35.74,6.50,1.571,107.04,0.00,0,0,0,0,28
104300,-0.08,1.96,3518,0.00,100.00,17.50,35.67,6.50,1.581,115.93,0.00,0,0,0,0,30
104363,-0.08,1.86,3620,0.00,100.00,18.00,36.86,6.00,1.581,114.80,0.00,0,0,0,0,31
104425,-0.08,1.92,3696,0.00,100.00,18.00,37.63,6.00,1.591,121.60,0.00,0,0,0,0,32
104488,-0.08,2.03,3752,0.00,100.00,17.50,39.01,6.00,1.601,128.23,0.00,0,0,0,0,33
104550,-0.08,1.97,3783,0.00,100.00,17.00,40.17,6.00,1.611,123.29,0.00,0,0,0,0,34
104613,-0.08,2.03,3844,0.00,100.00,17.50,40.86,6.00,1.611,131.87,0.00,0,0,0,0,36
104675,-0.08,1.93,3936,0.00,100.00,17.50,42.63,6.00,1.621,129.43,0.00,0,0,0,0,37
104738,-0.08,1.97,4020,0.00,100.00,17.50,43.57,6.00,1.621,138.21,0.00,0,0,0,0,38
104800,-0.08,2.02,4091,0.00,100.00,17.50,45.00,6.00,1.611,141.58,0.00,0,0,0,0,39
104868,-0.08,2.03,4171,0.00,100.00,18.00,46.55,6.00,1.601,145.41,0.00,0,0,0,0,40
104915,-0.08,2.06,4285,0.00,100.00,18.00,47.69,6.00,1.601,151.50,0.00,0,0,0,0,41
104986,-0.08,2.12,4341,0.00,100.00,17.50,50.21,5.50,1.591,155.70,0.00,0,0,0,0,42
105049,-0.08,2.10,4454,0.00,100.00,17.00,51.90,5.00,1.591,160.74,0.00,0,0,0,0,43
105111,-0.08,2.13,4590,0.00,100.00,17.00,53.97,5.00,1.611,169.64,0.00,0,0,0,0,45
105174,-0.08,2.19,4670,0.00,100.00,17.00,55.39,4.50,1.631,171.66,0.00,0,0,0,0,46
105236,-0.08,2.26,4720,0.00,100.00,16.50,58.02,4.50,1.651,177.72,0.00,0,0,0,0,47
105299,-0.08,2.22,4808,1.00,100.00,17.50,60.07,5.50,1.671,182.74,0.00,0,0,0,0,48
105361,-0.08,2.17,4956,1.00,100.00,18.00,62.07,5.00,1.691,182.38,0.00,0,0,0,0,49
105424,-0.08,2.27,5072,1.00,100.00,18.50,63.42,5.00,1.701,195.57,0.00,0,0,0,0,50
105502,-0.08,2.20,5175,1.00,100.00,18.50,65.30,5.00,1.721,188.84,0.00,0,0,0,0,52
105549,-0.08,2.31,5283,1.00,100.00,18.50,67.78,5.00,1.741,202.34,0.00,0,0,0,0,53
105611,-0.08,2.22,5353,1.00,100.00,18.50,69.34,5.50,1.771,210.76,0.00,0,0,0,0,54
105674,-0.08,2.32,5396,1.00,100.00,18.50,73.09,5.50,1.791,207.22,0.00,0,0,0,0,55
105736,-0.08,2.39,5516,1.00,100.00,18.50,76.75,5.50,1.811,220.94,0.00,0,0,0,0,56
105805,-0.08,2.40,5649,1.00,100.00,18.50,79.80,6.00,1.821,226.81,0.00,0,0,0,0,57
105867,-0.08,2.37,5778,1.00,100.00,18.50,82.85,5.50,1.821,235.30,0.00,0,0,0,0,58
105935,-0.08,2.44,5896,1.00,100.00,18.50,83.12,5.50,1.811,236.07,0.00,0,0,0,0,60
105998,-0.08,2.30,5926,1.00,100.00,19.00,85.39,5.00,1.811,235.26,0.00,0,0,0,0,61
106060,-0.08,2.40,5977,1.00,100.00,19.00,84.34,4.50,1.801,241.30,0.00,0,0,0,0,62
106126,-0.08,2.38,6112,1.00,100.00,19.00,86.38,5.00,1.791,246.19,0.00,0,0,0,0,63
106186,-0.08,2.31,6180,1.00,100.00,19.00,87.13,5.00,1.781,239.23,0.00,0,0,0,0,64
106248,-0.08,2.21,6305,1.00,100.00,19.00,87.45,5.00,1.771,233.96,0.00,0,0,0,0,65
106311,-0.08,2.30,6292,1.00,100.00,19.50,87.39,5.00,1.761,240.00,0.00,0,0,0,0,66
106373,-0.08,2.23,6394,1.00,100.00,19.00,88.82,5.00,1.721,241.62,0.00,0,0,0,0,68
106436,-0.08,2.25,6475,1.00,100.00,19.50,88.55,5.50,1.731,237.93,0.00,0,0,0,0,68
106498,-0.08,2.17,6553,1.00,100.00,20.00,87.50,5.50,1.731,236.72,0.00,0,0,0,0,69
106561,-0.08,2.18,6566,1.00,100.00,21.00,85.43,5.50,1.721,243.17,0.00,0,0,0,0,70
106623,-0.08,2.13,6597,1.00,100.00,20.50,85.98,5.50,1.731,239.93,0.00,0,0,0,0,70
106686,-0.08,2.22,6513,1.00,100.00,2.00,84.10,5.50,1.731,243.55,0.00,0,0,0,0,71
106748,-0.08,2.38,6253,1.00,100.00,1.00,84.47,5.00,1.761,241.11,0.00,0,0,0,0,72
106811,-0.08,2.45,6039,1.00,100.00,0.50,84.22,5.00,1.851,246.36,0.00,0,0,0,0,73
106873,-0.08,2.61,5761,1.00,100.00,-0.50,85.01,5.50,1.881,234.19,0.00,0,0,0,0,73
106936,-0.08,2.75,5494,1.00,100.00,-2.50,83.25,5.50,1.921,242.27,0.00,0,0,0,0,74
106998,-0.08,2.95,5164,1.00,100.00,-4.50,84.20,5.50,1.981,242.30,0.00,0,0,0,0,75
107061,-0.08,2.99,4926,1.00,100.00,6.00,83.60,5.00,2.041,244.68,0.00,0,0,0,0,76
107123,-0.08,2.73,5020,1.00,100.00,11.50,86.42,5.00,2.101,232.12,0.00,0,0,0,0,76
107186,-0.08,2.74,5096,1.00,100.00,12.00,84.89,5.00,2.111,230.47,0.00,0,0,0,0,77
107248,-0.08,2.69,5084,1.00,100.00,14.00,84.07,5.00,2.091,223.68,0.00,0,0,0,0,78
107311,-0.08,2.60,5108,1.00,100.00,14.00,82.28,5.00,2.081,226.43,0.00,0,0,0,0,79
107373,-0.08,2.73,5104,1.00,100.00,14.00,81.70,5.00,2.071,228.83,0.00,0,0,0,0,80
107436,-0.08,2.59,5105,1.00,100.00,14.00,81.79,5.00,2.061,222.07,0.00,0,0,0,0,81
107498,-0.08,2.57,5194,1.00,100.00,14.00,81.51,5.00,2.041,220.50,0.00,0,0,0,0,82
107576,-0.08,2.58,5200,1.00,100.00,14.50,81.49,5.50,2.041,219.70,0.00,0,0,0,0,83
107639,-0.08,2.56,5280,1.00,100.00,15.00,80.64,5.50,2.031,224.80,0.00,0,0,0,0,83
107702,-0.08,2.54,5309,1.00,100.00,15.50,82.78,5.50,2.021,229.99,0.00,0,0,0,0,85
107757,-0.08,2.55,5393,1.00,100.00,16.00,83.08,5.50,2.031,221.25,0.00,0,0,0,0,85
107819,-0.08,2.59,5435,1.00,100.00,16.50,82.97,5.50,2.011,235.24,0.00,0,0,0,0,86
107882,-0.08,2.50,5424,1.00,100.00,16.00,84.60,5.50,2.001,235.64,0.00,0,0,0,0,87
107944,-0.08,2.62,5487,1.00,100.00,17.50,85.00,5.50,1.991,238.06,0.00,0,0,0,0,88
108007,-0.08,2.55,5594,1.00,100.00,18.00,85.92,6.00,1.981,235.63,0.00,0,0,0,0,89
108069,-0.08,2.53,5628,1.00,100.00,18.50,85.79,6.00,1.961,239.25,0.00,0,0,0,0,90
108132,-0.08,2.44,5668,1.00,100.00,18.50,85.26,6.00,1.951,236.01,0.00,0,0,0,0,91
108194,-0.08,2.44,5703,1.00,100.00,18.50,82.11,5.50,1.831,229.51,0.00,0,0,0,0,92
108257,-0.08,1.24,5629,1.00,100.00,19.50,64.18,5.50,1.321,102.81,0.00,0,0,0,0,92
108319,-0.08,0.74,5422,0.00,100.00,26.00,38.11,2.50,0.990,66.95,0.00,0,0,0,0,93
108382,-0.08,0.65,5420,0.00,66.67,32.00,24.42,1.00,0.810,56.51,0.00,0,0,0,0,93
108444,-0.08,0.54,5454,0.00,33.33,33.00,18.53,0.00,0.660,48.64,0.00,0,0,0,0,94
108507,-0.08,0.48,5416,0.00,33.33,31.50,15.04,0.00,0.560,42.94,0.00,0,0,0,0,94
108569,-0.08,0.36,5351,0.00,33.33,32.00,13.80,0.00,0.460,32.14,0.00,0,0,0,0,94
108632,-0.08,0.26,5314,0.00,33.33,32.50,11.23,0.00,0.370,21.80,0.00,0,0,0,0,94
108694,-0.08,0.18,5216,0.00,33.33,30.50,8.96,0.00,0.300,15.23,0.00,0,0,0,0,94
108772,-0.08,0.16,5206,0.00,33.33,30.00,0.00,0.00,0.270,13.72,0.00,0,0,0,0,93
108835,-0.08,0.16,5118,0.00,33.33,30.00,0.00,0.00,0.260,13.95,0.00,0,0,0,0,93
108897,-0.08,0.17,5095,0.00,33.33,30.00,0.00,0.00,0.260,14.32,0.00,0,0,0,0,92
108960,-0.08,0.17,5100,0.00,33.33,30.00,0.00,0.00,0.260,15.03,0.00,0,0,0,0,92
109022,-0.08,0.18,5002,0.00,33.33,30.00,0.00,0.00,0.260,15.23,0.00,0,0,0,0,91
109085,-0.08,0.19,4946,0.00,33.33,30.00,0.00,0.00,0.260,15.55,0.00,0,0,0,0,90
109147,-0.08,0.19,4924,0.00,33.33,30.00,0.00,0.00,0.260,15.68,0.00,0,0,0,0,89
109210,-0.08,0.19,4866,0.00,33.33,30.00,0.00,0.00,0.250,14.90,0.00,0,0,0,0,88
109272,-0.08,0.19,4810,0.00,33.33,30.00,0.00,0.00,0.250,15.55,0.00,0,0,0,0,87
109335,-0.08,0.20,4742,0.00,33.33,30.00,0.00,0.00,0.250,15.94,0.00,0,0,0,0,86
109397,-0.08,0.20,4674,0.00,33.33,30.00,0.00,0.00,0.240,15.49,0.00,0,0,0,0,85
109460,-0.08,0.20,4571,0.00,33.33,30.00,0.00,0.00,0.240,15.29,0.00,0,0,0,0,84
109522,-0.08,0.20,4491,0.00,33.33,30.00,0.00,0.00,0.230,14.84,0.00,0,0,0,0,82
109585,-0.08,0.19,4456,0.00,33.33,30.00,0.00,0.00,0.230,14.13,0.00,0,0,0,0,81
109647,-0.08,0.20,4379,0.00,33.33,30.00,0.00,0.00,0.230,14.08,0.00,0,0,0,0,80
109710,-0.08,0.19,4277,0.00,33.33,30.00,0.00,0.00,0.230,13.54,0.00,0,0,0,0,79
109772,-0.08,0.20,4239,0.00,33.33,30.00,0.00,0.00,0.230,13.54,0.00,0,0,0,0,77
109835,-0.08,0.19,4170,0.00,33.33,30.00,0.00,0.00,0.240,12.88,0.00,0,0,0,0,76
109897,-0.08,0.19,4060,0.00,33.33,30.00,0.00,0.00,0.240,13.24,0.00,0,0,0,0,75
109960,-0.08,0.20,3990,0.00,33.33,30.00,0.00,0.00,0.240,12.94,0.00,0,0,0,0,73
110022,-0.08,0.20,3940,0.00,33.33,30.00,0.00,0.00,0.250,12.70,0.00,0,0,0,0,72
110085,-0.08,0.19,3868,0.00,33.33,30.00,0.00,0.00,0.250,12.29,0.00,0,0,0,0,71
110147,-0.08,0.19,3796,0.00,33.33,30.00,0.00,0.00,0.250,12.17,0.00,0,0,0,0,70
110210,-0.08,0.19,3718,0.00,33.33,30.00,0.00,0.00,0.250,11.73,0.00,0,0,0,0,68
110272,-0.08,0.19,3626,0.00,33.33,30.00,0.00,0.00,0.250,11.56,0.00,0,0,0,0,67
110335,-0.08,0.19,3551,0.00,33.33,30.00,0.00,0.00,0.260,11.12,0.00,0,0,0,0,66
110397,-0.08,0.18,3509,0.00,33.33,30.00,0.00,0.00,0.260,10.42,0.00,0,0,0,0,65
110460,-0.08,0.18,3435,0.00,33.33,30.00,0.00,0.00,0.260,10.47,0.00,0,0,0,0,63
110522,-0.08,0.19,3342,0.00,33.33,30.00,0.00,0.00,0.260,10.79,0.00,0,0,0,0,62
110597,-0.08,0.19,3292,0.00,33.33,30.00,0.00,0.00,0.260,10.42,0.00,0,0,0,0,61
110649,-0.08,0.20,3226,0.00,33.33,30.00,0.00,0.00,0.260,10.32,0.00,0,0,0,0,59
110712,-0.08,0.19,3130,0.00,33.33,29.00,0.00,0.00,0.260,10.01,0.00,0,0,0,0,58
110774,-0.08,0.19,3080,0.00,33.33,28.00,0.00,0.00,0.260,9.66,0.00,0,0,0,0,57
110837,-0.08,0.19,3024,0.00,33.33,27.50,0.00,0.00,0.270,9.51,0.00,0,0,0,0,56
110908,-0.08,0.19,2967,0.00,33.33,27.00,0.00,0.00,0.260,9.46,0.00,0,0,0,0,55
110971,-0.08,0.20,2909,0.00,33.33,26.00,0.00,0.00,0.260,9.46,0.00,0,0,0,0,54
111033,-0.08,0.20,2851,0.00,33.33,25.50,0.00,0.00,0.260,9.46,0.00,0,0,0,0,53
111096,-0.08,0.19,2791,0.00,33.33,24.50,0.00,0.00,0.260,8.67,0.00,0,0,0,0,52
111158,-0.08,0.19,2733,0.00,33.33,24.00,0.00,0.00,0.250,8.86,0.00,0,0,0,0,51
111221,-0.08,0.18,2674,0.00,33.33,23.00,0.00,0.00,0.250,8.07,0.00,0,0,0,0,50
111283,-0.08,0.17,2606,0.00,33.33,22.50,0.00,0.00,0.250,7.61,0.00,0,0,0,0,49
111346,-0.08,0.18,2547,0.00,33.33,22.00,0.00,0.00,0.240,7.39,0.00,0,0,0,0,48
111408,-0.08,0.18,2519,0.00,33.33,21.00,0.00,0.00,0.240,7.70,0.00,0,0,0,0,47
111467,-0.08,0.19,2454,0.00,33.33,21.00,0.00,0.00,0.240,7.56,0.00,0,0,0,0,46
111530,-0.08,0.18,2424,0.00,33.33,20.00,0.00,0.00,0.240,7.26,0.00,0,0,0,0,45
111592,-0.08,0.18,2359,0.00,33.33,20.00,0.00,0.00,0.230,7.13,0.00,0,0,0,0,45
111686,-0.08,0.18,2332,0.00,33.33,19.50,0.00,0.00,0.230,6.88,0.00,0,0,0,0,44
111733,-0.08,0.18,2267,0.00,33.33,19.00,0.00,0.00,0.230,6.66,0.00,0,0,0,0,43
111780,-0.08,0.17,2236,0.00,33.33,18.50,0.00,0.00,0.230,6.12,0.00,0,0,0,0,43
111859,-0.08,0.17,2198,0.00,33.33,18.50,0.00,0.00,0.230,6.05,0.00,0,0,0,0,42
111922,-0.08,0.17,2132,0.00,33.33,18.00,0.00,0.00,0.230,6.01,0.00,0,0,0,0,41
111984,-0.08,0.17,2093,0.00,33.33,17.50,0.00,0.00,0.230,5.91,0.00,0,0,0,0,40
